Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
V7 Features,Chrome 75.0.3770.142,,,2019-08-07 09:04:22,2019-08-07 09:04:39,"16,768s",INCOMPLETE
,,,,,,,
Test Cases/V7 Features/V7-717,Chrome 75.0.3770.142,"WorkflowSelection component should use categories
We need to make it possible to configure a ""dropdown menu"" for certain workflow-buttons in the workflow-selection.component.",Features,2019-08-07 09:04:22,2019-08-07 09:04:39,"16,475s",PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-08-07 09:04:23,2019-08-07 09:04:27,"3,999s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-08-07 09:04:27,2019-08-07 09:04:37,"10,191s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Div/div_Nutzername""))",Chrome 75.0.3770.142,,,2019-08-07 09:04:37,2019-08-07 09:04:37,"0,171s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-08-07 09:04:37,2019-08-07 09:04:37,"0,131s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-08-07 09:04:37,2019-08-07 09:04:37,"0,229s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-08-07 09:04:37,2019-08-07 09:04:37,"0,094s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Span/span_KAMPAGNENDEFINITION""))",Chrome 75.0.3770.142,,,2019-08-07 09:04:37,2019-08-07 09:04:38,"0,614s",PASSED
"verifyElementVisible(findTestObject(""Page_BusinessRadar-Client 700/Div/div_Kampagne erstellen  Kampagne modifizieren""))",Chrome 75.0.3770.142,,,2019-08-07 09:04:38,2019-08-07 09:04:38,"0,062s",PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-08-07 09:04:38,2019-08-07 09:04:39,"0,583s",PASSED
